Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
04/11/2015,SUBA,LL,,GRY,A522825,IL,701 N. Sacramento,(773) 265-7605,6815439
04/11/2015,TOYT,4D,,BGE,E311170,IL,10300 S. Doty,(773) 568-8495,2761917
04/11/2015,TOYT,4D,,RED,V253035,IL,701 N. Sacramento,(773) 265-7605,6815414
04/11/2015,TOYT,4D,,BLU,S236065,IL,701 N. Sacramento,(773) 265-7605,6815519
04/11/2015,TOYT,4D,,GRN,R863316,IL,701 N. Sacramento,(773) 265-7605,6815436
04/11/2015,TOYT,4T,,MAR,BFU42BH,IL,701 N. Sacramento,(773) 265-7605,6815520
04/11/2015,TOYT,VN,,GRY,P421303,IL,701 N. Sacramento,(773) 265-7605,6815488
04/11/2015,VOLK,4D,,BLK,E734108,IL,701 N. Sacramento,(773) 265-7605,6815468
04/10/2015,BUIC,4D,,SIL,V752507,IL,701 N. Sacramento,(773) 265-7605,6815354
04/10/2015,CHEV,4D,,BLK,S432363,IL,701 N. Sacramento,(773) 265-7605,6815397
04/10/2015,CHEV,4D,,GRN,V128097,IL,10300 S. Doty,(773) 568-8495,2761892
04/10/2015,CHEV,4D,,TAN,K163167,IL,10300 S. Doty,(773) 568-8495,2761879
04/10/2015,CHEV,4H,,GRY,S482435,IL,701 N. Sacramento,(773) 265-7605,6815377
04/10/2015,CHEV,4T,,GRY,R801599,IL,701 N. Sacramento,(773) 265-7605,6815370
04/10/2015,CHRY,4D,,SIL,S944271,IL,701 N. Sacramento,(773) 265-7605,6815335
04/10/2015,DODG,4D,,RED,N936111,IL,10300 S. Doty,(773) 568-8495,2761891
04/10/2015,DODG,VN,,BLU,V765897,IL,701 N. Sacramento,(773) 265-7605,6815325
04/10/2015,FORD,4D,,SIL,E464912,IL,701 N. Sacramento,(773) 265-7605,6815366
04/10/2015,GMC,LL,,WHI,1690473,IL,701 N. Sacramento,(773) 265-7605,6815394
04/10/2015,NISS,4D,,GRY,E361635,IL,701 N. Sacramento,(773) 265-7605,6815399
04/10/2015,OLDS,2D,,SIL,V771483,IL,701 N. Sacramento,(773) 265-7605,6815328
04/10/2015,PONT,4D,,SIL,N580761,IL,10300 S. Doty,(773) 568-8495,2761875
04/10/2015,PONT,VN,,RED,,IL,701 N. Sacramento,(773) 265-7605,6815400
04/10/2015,TOYT,4D,,BLU,V383421,IL,701 N. Sacramento,(773) 265-7605,6815401
04/10/2015,TOYT,4D,,WHI,AOE46,IL,701 N. Sacramento,(773) 265-7605,6815389
04/10/2015,VOLK,4D,,BLK,S751591,IL,701 N. Sacramento,(773) 265-7605,6815376
04/09/2015,BUIC,4D,,SIL,V752267,IL,10300 S. Doty,(773) 568-8495,2761871
04/09/2015,BUIC,4D,,TAN,R686981,IL,701 N. Sacramento,(773) 265-7605,6815227
04/09/2015,CHEV,2D,,SIL,V262540,IL,10300 S. Doty,(773) 568-8495,2761848
04/09/2015,CHEV,2D,,BLK,339CLB,IN,10300 S. Doty,(773) 568-8495,2761869
04/09/2015,CHEV,4D,,GRN,S487344,IL,701 N. Sacramento,(773) 265-7605,6815321
04/09/2015,CHEV,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2761835
04/09/2015,CHEV,PK,,SIL,1656739B,IL,10300 S. Doty,(773) 568-8495,2761857
04/09/2015,CHEV,VN,,MAR,E437549,IL,10300 S. Doty,(773) 568-8495,2761830
04/09/2015,CHRY,VN,TK,GLD,S491190,IL,10300 S. Doty,(773) 568-8495,2761859
04/09/2015,CHRY,VN,,RED,927R212,IL,701 N. Sacramento,(773) 265-7605,6815254
04/09/2015,DODG,4D,,GRY,S271693,IL,701 N. Sacramento,(773) 265-7605,6815287
04/09/2015,DODG,4D,,MAR,,IL,701 N. Sacramento,(773) 265-7605,6815315
04/09/2015,DODG,VN,,BLU,975R545,IL,10300 S. Doty,(773) 568-8495,2761833
04/09/2015,FORD,2D,,BRO,V282290,IL,701 N. Sacramento,(773) 265-7605,6815241
04/09/2015,FORD,4D,,LGR,E421159,IL,10300 S. Doty,(773) 568-8495,2761878
04/09/2015,FORD,LL,,BLK,S883253,IL,10300 S. Doty,(773) 568-8495,2761822
04/09/2015,FORD,VN,,TAN,E389866,IL,10300 S. Doty,(773) 568-8495,2761824
04/09/2015,HYUN,4D,,TAN,K597434,IL,10300 S. Doty,(773) 568-8495,2761860
04/09/2015,HYUN,4D,,SIL,790R580,IL,701 N. Sacramento,(773) 265-7605,6815307
04/09/2015,HYUN,4D,,SIL,L614087,IL,701 N. Sacramento,(773) 265-7605,6815320
04/09/2015,INFI,LL,,GLD,E464491,IL,10300 S. Doty,(773) 568-8495,2761868
04/09/2015,MERC,VN,,GRN,E152337,IL,10300 S. Doty,(773) 568-8495,2761870
04/09/2015,MITS,4D,,WHI,E673878,IL,10300 S. Doty,(773) 568-8495,2761844
04/09/2015,OLDS,4D,,TAN,851R441,IL,10300 S. Doty,(773) 568-8495,2761823
04/09/2015,OLDS,4D,,GRY,E360094,IL,10300 S. Doty,(773) 568-8495,2761840
04/09/2015,OLDS,VN,,GLD,N808401,IL,701 N. Sacramento,(773) 265-7605,6815255
04/09/2015,PONT,2D,GRM,GRN,V152022,IL,10300 S. Doty,(773) 568-8495,2761862
04/09/2015,PONT,4D,,RED,S874898,IL,10300 S. Doty,(773) 568-8495,2761849
04/09/2015,PONT,4D,,BLK,882R184,IL,701 N. Sacramento,(773) 265-7605,6815309
04/09/2015,PONT,LL,,MAR,487R899,IL,701 N. Sacramento,(773) 265-7605,6815256
04/09/2015,PONT,SW,,BLK,A499015,IL,701 N. Sacramento,(773) 265-7605,6815260
04/09/2015,SATR,4D,,BLU,P357197,IL,10300 S. Doty,(773) 568-8495,2761861
04/09/2015,TOYT,4D,COA,BLK,5787118,IL,701 N. Sacramento,(773) 265-7605,6815279
04/09/2015,TOYT,4D,,TAN,678R694,IL,701 N. Sacramento,(773) 265-7605,6815310
04/09/2015,,MB,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6815308
04/09/2015,,,,,791R227,IL,10300 S. Doty,(773) 568-8495,2761837
04/08/2015,BMW,4D,750,SIL,S933176,IL,701 N. Sacramento,(773) 265-7605,6815186
04/08/2015,BUIC,4D,REG,GRN,V141517,IL,701 N. Sacramento,(773) 265-7605,6815183
04/08/2015,BUIC,4D,,SIL,R461741,IL,701 N. Sacramento,(773) 265-7605,6815201
04/08/2015,BUIC,4D,,GRY,N213964,IL,701 N. Sacramento,(773) 265-7605,6815146
04/08/2015,BUIC,4D,,BLU,E403945,IL,701 N. Sacramento,(773) 265-7605,6815144
04/08/2015,BUIC,4D,,GRN,E355060,IL,10300 S. Doty,(773) 568-8495,2761779
04/08/2015,BUIC,LL,,BLU,V518985,IL,701 N. Sacramento,(773) 265-7605,6815161
04/08/2015,BUIC,LL,,WHI,891R356,IL,10300 S. Doty,(773) 568-8495,2761810
04/08/2015,CHEV,4T,,GRY,P657513,IL,701 N. Sacramento,(773) 265-7605,6815179
04/08/2015,CHEV,VN,,WHI,V512930,IL,701 N. Sacramento,(773) 265-7605,6815162
04/08/2015,CHEV,VN,TK,BLU,885R898,IL,10300 S. Doty,(773) 568-8495,2761817
04/08/2015,CHEV,VN,,TAN,,IL,10300 S. Doty,(773) 568-8495,2761787
04/08/2015,FORD,4D,,PLE,K383691,IL,10300 S. Doty,(773) 568-8495,2761820
04/08/2015,FORD,4D,,BRO,928R463,IL,10300 S. Doty,(773) 568-8495,2761791
04/08/2015,FORD,LL,TK,RED,V614717,IL,701 N. Sacramento,(773) 265-7605,6815214
04/08/2015,INFI,4D,,GLD,E396459,IL,10300 S. Doty,(773) 568-8495,2761814
04/08/2015,JAGU,4T,,GRN,R610275,IL,701 N. Sacramento,(773) 265-7605,6815163
04/08/2015,JEEP,4D,,SIL,E185665,IL,10300 S. Doty,(773) 568-8495,2761816
04/08/2015,JEEP,LL,,BLK,H720836,IL,701 N. Sacramento,(773) 265-7605,6815170
04/08/2015,NISS,4D,,GLD,,IL,701 N. Sacramento,(773) 265-7605,6815148
04/08/2015,OLDS,2D,,RED,V604010,IL,10300 S. Doty,(773) 568-8495,2761789
04/08/2015,PONT,2D,,SIL,S882386,IL,10300 S. Doty,(773) 568-8495,2761807
04/08/2015,PONT,4D,,WHI,S377173,IL,10300 S. Doty,(773) 568-8495,2761783
04/08/2015,PONT,4D,,BLK,V133457,IL,10300 S. Doty,(773) 568-8495,2761805
04/08/2015,PONT,VN,,GRN,539R512,IL,701 N. Sacramento,(773) 265-7605,6815225
04/07/2015,BUIC,4D,,MAR,742R950,IL,10300 S. Doty,(773) 568-8495,2761770
04/07/2015,CHEV,4D,IMP,BRO,V330049,IL,10300 S. Doty,(773) 568-8495,2761752
04/07/2015,CHEV,LL,,TAN,L735596,IL,10300 S. Doty,(773) 568-8495,2761732
04/07/2015,CHEV,LL,TK,WHI,753VBW,WI,10300 S. Doty,(773) 568-8495,2761747
04/07/2015,CHEV,PK,,WHI,97468PV,IL,10300 S. Doty,(773) 568-8495,2761763
04/07/2015,CHRY,VN,,WHI,R800178,IL,10300 S. Doty,(773) 568-8495,2761731
04/07/2015,DODG,2D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2761748
04/07/2015,DODG,VN,,SIL,V155903,IL,701 N. Sacramento,(773) 265-7605,6815111
04/07/2015,FORD,2D,,GRN,V136393,IL,10300 S. Doty,(773) 568-8495,2761756
04/07/2015,FORD,4D,,BLU,S877543,IL,10300 S. Doty,(773) 568-8495,2761753
04/07/2015,FORD,4T,,RED,WIM900,IN,10300 S. Doty,(773) 568-8495,2761729
04/07/2015,HOND,4D,,GRN,S389545,IL,10300 S. Doty,(773) 568-8495,2761765
04/07/2015,ISU,4D,,GLD,E545510,IN,10300 S. Doty,(773) 568-8495,2761740
04/07/2015,LEXS,LL,,SIL,R796209,IL,701 N. Sacramento,(773) 265-7605,6815110
04/07/2015,MITS,2D,,SIL,R746581,IL,701 N. Sacramento,(773) 265-7605,6815138
04/07/2015,NISS,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2761760
04/07/2015,OLDS,4D,,GLD,S118557,IL,10300 S. Doty,(773) 568-8495,2761721
04/07/2015,PONT,4D,,WHI,S663529,IL,701 N. Sacramento,(773) 265-7605,6815139
04/07/2015,PONT,4T,,PLE,N648279,IL,10300 S. Doty,(773) 568-8495,466165
04/07/2015,PONT,4T,,BLK,00119756,IL,10300 S. Doty,(773) 568-8495,2761722
04/07/2015,PONT,VN,,GRN,P431595,IL,701 N. Sacramento,(773) 265-7605,6815102
04/07/2015,SUZI,4D,,BLU,E383443,IL,10300 S. Doty,(773) 568-8495,2761730
04/07/2015,TOYT,LL,,SIL,E464880,IL,701 N. Sacramento,(773) 265-7605,6815135
04/07/2015,VOLK,4D,,GRY,E684933,IL,701 N. Sacramento,(773) 265-7605,6815134
04/06/2015,BUIC,4D,,WHI,863R236,IL,701 N. Sacramento,(773) 265-7605,6815023
04/06/2015,BUIC,4D,,SIL,V325505,IL,701 N. Sacramento,(773) 265-7605,6815045
04/06/2015,BUIC,4D,,SIL,V157725,IL,10300 S. Doty,(773) 568-8495,2761667
04/06/2015,BUIC,4D,,WHI,E144512,IL,10300 S. Doty,(773) 568-8495,2761659
04/06/2015,CHEV,4D,,GRY,P506645,IL,10300 S. Doty,(773) 568-8495,2761651
04/06/2015,CHEV,4D,IMP,RED,E549991,IL,701 N. Sacramento,(773) 265-7605,6815057
04/06/2015,CHEV,LL,TK,BLK,V859495,IL,10300 S. Doty,(773) 568-8495,2761699
04/06/2015,CHEV,LL,,BLK,E378124,IL,10300 S. Doty,(773) 568-8495,2761716
04/06/2015,CHEV,VN,AST,GRY,K105583,IL,10300 S. Doty,(773) 568-8495,2761684
04/06/2015,DODG,2D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6815029
04/06/2015,DODG,2D,TK,BLU,,IL,10300 S. Doty,(773) 568-8495,2761690
04/06/2015,DODG,4D,,WHI,931R793,IL,701 N. Sacramento,(773) 265-7605,6815050
04/06/2015,DODG,4D,,TAN,737R162,IL,10300 S. Doty,(773) 568-8495,2761693
04/06/2015,DODG,VN,TK,BLU,E357041,IL,10300 S. Doty,(773) 568-8495,2761712
04/06/2015,DODG,VN,CVN,GLD,8641714,IL,10300 S. Doty,(773) 568-8495,2761675
04/06/2015,FORD,4D,VIC,BLK,N490392,IL,701 N. Sacramento,(773) 265-7605,6815054
04/06/2015,INFI,4D,,WHI,920R276,IL,701 N. Sacramento,(773) 265-7605,6815067
04/06/2015,ISU,LL,TK,WHI,V483654,IL,10300 S. Doty,(773) 568-8495,466053
04/06/2015,JEEP,4D,TK,WHI,N703461,IL,10300 S. Doty,(773) 568-8495,2761694
04/06/2015,KIA,LL,TK,BLK,873R304,IL,701 N. Sacramento,(773) 265-7605,6815044
04/06/2015,MITS,4D,,RED,V315272,IL,10300 S. Doty,(773) 568-8495,2761650
04/06/2015,MITS,4D,,SIL,E364273,IL,701 N. Sacramento,(773) 265-7605,6815068
04/06/2015,MITS,LL,,BLK,S662453,IL,701 N. Sacramento,(773) 265-7605,6815071
04/06/2015,OLDS,4D,,GLD,V763856,IL,10300 S. Doty,(773) 568-8495,2761700
04/06/2015,OLDS,4D,,GRN,880R366,IL,10300 S. Doty,(773) 568-8495,2761647
04/06/2015,PONT,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2761691
04/06/2015,PONT,4D,,SIL,V530334,IL,701 N. Sacramento,(773) 265-7605,6815078
04/06/2015,PONT,4D,,BRO,V829376,IL,701 N. Sacramento,(773) 265-7605,6815082
04/06/2015,PONT,4D,GRA,GRY,V758794,IL,701 N. Sacramento,(773) 265-7605,6815049
04/06/2015,PONT,4D,,TAN,E676793,IL,10300 S. Doty,(773) 568-8495,2761648
04/06/2015,TOYT,4D,,GRN,S916997,IL,701 N. Sacramento,(773) 265-7605,6815033
04/06/2015,TOYT,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2761698
04/06/2015,TOYT,4T,,MAR,E806362,IL,701 N. Sacramento,(773) 265-7605,6815026
04/05/2015,ACUR,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2761611
04/05/2015,BUIC,4D,,MAR,,IL,10300 S. Doty,(773) 568-8495,2761619
04/05/2015,BUIC,4D,,GRY,E350444,IL,701 N. Sacramento,(773) 265-7605,6814988
04/05/2015,BUIC,4D,,WHI,E676323,IL,10300 S. Doty,(773) 568-8495,2761632
04/05/2015,CADI,4D,,BLK,V278226,IL,701 N. Sacramento,(773) 265-7605,6814981
04/05/2015,CHEV,4D,,RED,R421895,IL,701 N. Sacramento,(773) 265-7605,6814945
04/05/2015,CHEV,4D,,TAN,V828686,IL,701 N. Sacramento,(773) 265-7605,6814985
04/05/2015,CHEV,4D,,RED,S662866,IL,701 N. Sacramento,(773) 265-7605,6815007
04/05/2015,CHEV,4T,,BLK,,IL,10300 S. Doty,(773) 568-8495,2761645
04/05/2015,CHEV,LL,TK,RED,E747090,IL,701 N. Sacramento,(773) 265-7605,6814978
04/05/2015,CHEV,VN,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6814997
04/05/2015,CHRY,4D,,RED,830R584,IL,10300 S. Doty,(773) 568-8495,2761607
04/05/2015,CHRY,4D,,WHI,E451072,IL,10300 S. Doty,(773) 568-8495,2761633
04/05/2015,DODG,VN,TK,RED,V314910,IL,701 N. Sacramento,(773) 265-7605,6814970
04/05/2015,DODG,VN,,GRY,E246219,IL,701 N. Sacramento,(773) 265-7605,6814960
04/05/2015,DODG,VN,,GRY,"E246219,",IL,701 N. Sacramento,(773) 265-7605,681496
04/05/2015,FORD,LL,,BLU,810R911,IL,10300 S. Doty,(773) 568-8495,2761646
04/05/2015,FORD,VN,WIN,GRY,881R110,IL,10300 S. Doty,(773) 568-8495,2761629
04/05/2015,GMC,LL,TK,MAR,X143929,IL,701 N. Sacramento,(773) 265-7605,6814987
04/05/2015,ISU,LL,TK,GRN,S223022,IL,10300 S. Doty,(773) 568-8495,2761640
04/05/2015,LINC,4D,,BLK,V337345,IL,10300 S. Doty,(773) 568-8495,2761621
04/05/2015,MITC,4D,,SIL,835R546,IL,10300 S. Doty,(773) 568-8495,2761637
04/05/2015,NISS,4D,,TAN,E464103,IL,10300 S. Doty,(773) 568-8495,2761613
04/05/2015,NISS,LL,TK,GLD,V723126,IL,10300 S. Doty,(773) 568-8495,2761631
04/05/2015,OLDS,4D,,RED,S230766,IL,10300 S. Doty,(773) 568-8495,2761608
04/05/2015,PLYM,VN,TK,WHI,E314059,IL,10300 S. Doty,(773) 568-8495,2761626
04/05/2015,PONT,2D,,GRY,WRS176,IN,10300 S. Doty,(773) 568-8495,2761641
04/05/2015,PONT,4D,,GRY,284BLG,IN,10300 S. Doty,(773) 568-8495,2761639
04/05/2015,PONT,4D,,BLK,V847376,IL,10300 S. Doty,(773) 568-8495,2761614
04/05/2015,PONT,4D,,RED,S490610,IL,701 N. Sacramento,(773) 265-7605,6814944
04/05/2015,PONT,4D,,GRN,L753392,IL,701 N. Sacramento,(773) 265-7605,6814969
04/05/2015,TOYT,4D,,GRN,E806334,IL,701 N. Sacramento,(773) 265-7605,6814989
04/05/2015,,UT,TK,WHI,TAV80F,NJ,10300 S. Doty,(773) 568-8495,2761638
04/04/2015,BUIC,4D,,BLK,E633360,IL,701 N. Sacramento,(773) 265-7605,6814922
04/04/2015,CADI,4D,,GRN,V827657,IL,701 N. Sacramento,(773) 265-7605,6814928
04/04/2015,CHEV,4D,,BLU,3652WS,IL,10300 S. Doty,(773) 568-8495,2761534
04/04/2015,CHEV,4D,,TAN,V754978,IL,10300 S. Doty,(773) 568-8495,2761512
04/04/2015,CHEV,4D,IMP,SIL,R847684,IL,10300 S. Doty,(773) 568-8495,2761559
04/04/2015,CHEV,4D,,GLD,V777887,IL,701 N. Sacramento,(773) 265-7605,6814852
04/04/2015,CHRY,4D,,BLU,E674304,IL,10300 S. Doty,(773) 568-8495,2761529
04/04/2015,CHRY,4D,,GRY,E675824,IL,10300 S. Doty,(773) 568-8495,2761595
04/04/2015,CHRY,VN,TOW,WHI,V820156,IL,701 N. Sacramento,(773) 265-7605,6814906
04/04/2015,DODG,VN,,GRN,E671432,IL,701 N. Sacramento,(773) 265-7605,6814858
04/04/2015,FORD,4D,,WHI,DDW368,IA,10300 S. Doty,(773) 568-8495,2761601
04/04/2015,FORD,4D,,TAN,00118218,IL,10300 S. Doty,(773) 568-8495,2761594
04/04/2015,FORD,4D,,GRY,214615,IL,701 N. Sacramento,(773) 265-7605,6814917
04/04/2015,FORD,VN,,GRY,E808193,IL,701 N. Sacramento,(773) 265-7605,6814890
04/04/2015,GMC,LL,,MAR,,E1,10300 S. Doty,(773) 568-8495,2761513
04/04/2015,HOND,VN,ODY,GRY,868R122,IL,701 N. Sacramento,(773) 265-7605,6814892
04/04/2015,HYUN,LL,,SIL,H477786,IL,10300 S. Doty,(773) 568-8495,2761543
04/04/2015,JEEP,4D,,TAN,783R739,IL,701 N. Sacramento,(773) 265-7605,6814888
04/04/2015,MAZD,LL,,WHI,P557038,IL,10300 S. Doty,(773) 568-8495,2761600
04/04/2015,MERC,4D,,GRY,V205803,IL,701 N. Sacramento,(773) 265-7605,6814889
04/04/2015,MERZ,4D,,GLD,R626573,IL,701 N. Sacramento,(773) 265-7605,6814848
04/04/2015,MINI,2D,,GRY,R224411,IL,10300 S. Doty,(773) 568-8495,2761516
04/04/2015,OLDS,4D,,MAR,V506483,IL,400 E. Lower Wacker,(312) 744-7550,923853
04/04/2015,OLDS,4D,,BLK,E438859,IL,10300 S. Doty,(773) 568-8495,2761518
04/04/2015,SATR,2D,,GRN,361R719,IL,10300 S. Doty,(773) 568-8495,2761524
04/04/2015,TOYT,4D,,BLU,3103326,IL,701 N. Sacramento,(773) 265-7605,6814926
04/03/2015,BUIC,2D,,WHI,835R510,IL,10300 S. Doty,(773) 568-8495,2761497
04/03/2015,BUIC,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2761493
04/03/2015,BUIC,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2761485
04/03/2015,BUIC,4D,,BLK,V239110,IL,10300 S. Doty,(773) 568-8495,2761494
04/03/2015,CADI,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6814811
04/03/2015,CHEV,2D,CAV,BLU,E156674,IL,701 N. Sacramento,(773) 265-7605,6814817
04/03/2015,CHEV,4D,,GRY,V697691,IL,701 N. Sacramento,(773) 265-7605,6814751
04/03/2015,CHEV,4D,,SIL,V858719,IL,10300 S. Doty,(773) 568-8495,2761454
04/03/2015,CHEV,LD,,BLK,V295837,IL,701 N. Sacramento,(773) 265-7605,6814732
04/03/2015,CHEV,PK,,GRN,1487472,IL,10300 S. Doty,(773) 568-8495,2761440
04/03/2015,CHRY,VN,,RED,E894732,IL,701 N. Sacramento,(773) 265-7605,6814760
04/03/2015,DODG,VN,TK,BLU,469R207,IL,701 N. Sacramento,(773) 265-7605,6814738
04/03/2015,FORD,LL,,BLU,V298125,IL,701 N. Sacramento,(773) 265-7605,6814786
04/03/2015,FORD,LL,,WHI,1049745,IL,701 N. Sacramento,(773) 265-7605,6814749
04/03/2015,GMC,LL,,BLK,1P124985,IL,10300 S. Doty,(773) 568-8495,2761449
04/03/2015,GMC,LL,,GRN,128S353,IL,10300 S. Doty,(773) 568-8495,2761448
04/03/2015,GMC,LL,,BLK,1P124985,IL,10300 S. Doty,(773) 568-8495,2761449
04/03/2015,HYUN,4D,,GRN,E388409,IL,10300 S. Doty,(773) 568-8495,2761444
04/03/2015,JEEP,4D,,BRO,PB2628,IN,701 N. Sacramento,(773) 265-7605,6814815
04/03/2015,JEEP,LL,,RED,WDQ375,IN,10300 S. Doty,(773) 568-8495,2761491
04/03/2015,JEEP,LL,,BRO,E493569,IL,701 N. Sacramento,(773) 265-7605,6814741
04/03/2015,MAZD,4D,,BLK,791R062,IL,10300 S. Doty,(773) 568-8495,2761431
04/03/2015,MAZD,4D,,GRY,K660951,IL,10300 S. Doty,(773) 568-8495,2761432
04/03/2015,MERC,4D,,BLU,587R514,IL,701 N. Sacramento,(773) 265-7605,6814748
04/03/2015,MERC,4D,,BLU,E279271,IL,701 N. Sacramento,(773) 265-7605,6814750
04/03/2015,MITS,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2761436
04/03/2015,MITS,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2761436
04/03/2015,NISS,4D,,BLK,V134179,IL,10300 S. Doty,(773) 568-8495,2761430
04/03/2015,NISS,4D,,TAN,S890140,IL,701 N. Sacramento,(773) 265-7605,6814757
04/03/2015,PONT,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2761439
04/03/2015,PONT,4D,,MAR,X408604,IL,10300 S. Doty,(773) 568-8495,2761443
04/03/2015,PONT,4D,,SIL,868R702,IL,10300 S. Doty,(773) 568-8495,2761427
04/03/2015,SATR,4D,,GLD,N759967,IL,10300 S. Doty,(773) 568-8495,2761423
04/03/2015,TOYT,4D,,BLK,V827352,IL,10300 S. Doty,(773) 568-8495,2761506
04/03/2015,TOYT,4D,,WHI,V138581,IL,10300 S. Doty,(773) 568-8495,2761504
04/03/2015,ZCZY,PK,,YEL,,IL,10300 S. Doty,(773) 568-8495,466028
04/02/2015,ACUR,2T,,BLK,,,10300 S. Doty,(773) 568-8495,2761412
04/02/2015,BUIC,4D,,WHI,V619456,IL,10300 S. Doty,(773) 568-8495,2761337
04/02/2015,BUIC,4D,,TAN,E395863,IL,10300 S. Doty,(773) 568-8495,2761411
04/02/2015,CHEV,4D,,BLU,R729988,IL,10300 S. Doty,(773) 568-8495,2761321
04/02/2015,CHEV,4D,,BLK,E477828,IL,10300 S. Doty,(773) 568-8495,2761331
04/02/2015,CHEV,LL,,GRY,V314344,IL,10300 S. Doty,(773) 568-8495,2761329
04/02/2015,CHEV,LL,TK,BLK,V533058,IL,10300 S. Doty,(773) 568-8495,2761374
04/02/2015,CHEV,PK,TK,BLK,1099899-,IL,10300 S. Doty,(773) 568-8495,2761320
04/02/2015,DODG,2D,,GRY,E185695,IL,10300 S. Doty,(773) 568-8495,2761332
04/02/2015,DODG,VN,,WHI,S487409,IL,701 N. Sacramento,(773) 265-7605,6814723
04/02/2015,FORD,4D,,TAN,S378414,IL,10300 S. Doty,(773) 568-8495,2761335
04/02/2015,FORD,4D,,GRN,982R835,IL,10300 S. Doty,(773) 568-8495,2761403
04/02/2015,FORD,LL,TK,WHI,P778772,IL,10300 S. Doty,(773) 568-8495,2761419
04/02/2015,FORD,LL,TK,GRY,961R975,IL,10300 S. Doty,(773) 568-8495,2761406
04/02/2015,FORD,LL,TK,RED,R616645,IL,10300 S. Doty,(773) 568-8495,2761413
04/02/2015,FORD,PK,,WHI,82371FF,IL,701 N. Sacramento,(773) 265-7605,6814709
04/02/2015,GMC,LL,TK,WHI,791R130,IL,10300 S. Doty,(773) 568-8495,2761322
04/02/2015,GMC,PK,,RED,1408891-,IL,701 N. Sacramento,(773) 265-7605,6814706
04/02/2015,HOND,2D,,BLK,8078461,IL,701 N. Sacramento,(773) 265-7605,6814694
04/02/2015,HOND,2T,,GLD,ANL022,MI,701 N. Sacramento,(773) 265-7605,6814728
04/02/2015,HOND,LL,,GRY,R818199,IL,10300 S. Doty,(773) 568-8495,2761368
04/02/2015,JEEP,LL,,TAN,E674166,IL,10300 S. Doty,(773) 568-8495,2761352
04/02/2015,MITS,4D,,TAN,N568262,IL,10300 S. Doty,(773) 568-8495,2761346
04/02/2015,NISS,4D,,GRY,R647946,IL,10300 S. Doty,(773) 568-8495,2761354
04/02/2015,NISS,PK,,GRN,331433RV,IL,10300 S. Doty,(773) 568-8495,2761327
04/02/2015,OLDS,VN,,GRN,,IL,10300 S. Doty,(773) 568-8495,2761418
04/02/2015,PONT,2D,,GRY,E382744,IL,10300 S. Doty,(773) 568-8495,2761323
04/02/2015,PONT,2H,,GRY,737R152,IL,10300 S. Doty,(773) 568-8495,2761318
04/02/2015,PONT,4D,,SIL,S778594,IL,10300 S. Doty,(773) 568-8495,2761334
04/02/2015,PONT,VN,,MAR,E443191,IL,701 N. Sacramento,(773) 265-7605,6814722
04/02/2015,PONT,VN,TK,MAR,V961729,IL,10300 S. Doty,(773) 568-8495,2761397
04/02/2015,TOYT,4D,,BLU,UA2276,IL,10300 S. Doty,(773) 568-8495,2761344
04/02/2015,VOLV,4D,,GLD,R801114,IL,10300 S. Doty,(773) 568-8495,2761404
04/02/2015,ZCZY,TF,,GRY,U190780,TN,10300 S. Doty,(773) 568-8495,2761409
04/01/2015,BUIC,4D,,WHI,V615949,IL,10300 S. Doty,(773) 568-8495,2761302
04/01/2015,BUIC,4D,,MAR,143S955,IL,701 N. Sacramento,(773) 265-7605,6814646
04/01/2015,BUIC,4D,,TAN,X752057,IL,10300 S. Doty,(773) 568-8495,2761306
04/01/2015,CADI,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2761304
04/01/2015,CHEV,2D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2761236
04/01/2015,CHEV,4D,,TAN,E283014,IL,701 N. Sacramento,(773) 265-1846,1533251
04/01/2015,CHEV,LL,,BLU,R130385,IL,10300 S. Doty,(773) 568-8495,2761313
04/01/2015,CHRY,4D,,SIL,R357092,IL,10300 S. Doty,(773) 568-8495,2761247
04/01/2015,DODG,VN,,GRN,E677235,IL,10300 S. Doty,(773) 568-8495,2761220
04/01/2015,FORD,4D,,GRY,V816438,IL,701 N. Sacramento,(773) 265-7605,6814685
04/01/2015,FORD,PK,,GRN,S724595,IL,701 N. Sacramento,(773) 265-7605,6814641
04/01/2015,FORD,VN,,WHI,S826196,IL,10300 S. Doty,(773) 568-8495,2761235
